URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://healthinfoservices.net/pacific-core/ValueSet/heart-rate-loinc,0.1.0,draft,,HeartRateVS,Heart Rate LOINC Codes,"LOINC codes for heart rate measurements, spot or average.",,"LOINC"
https://healthinfoservices.net/pacific-core/ValueSet/loinc-vs,0.1.0,draft,,LoincVS,LOINC ValueSet,"ValueSet for LOINC codes as temporary filler until Fiji/Pacific valuueset is developed.",,"LOINC"
